965,0,,,,"Hospital Central","Centro de Salud",Alem,,,Salta,Mendoza,366,54,5,1,,,-32.892687063988,-68.832993507385,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,"0261-4201997 // (4239330 incucai)",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,366,Argentina,,Mendoza,0,
969,0,,,,"014 - Pedro Molina","Centro de Salud","Granaderos De San Martin",,,Bolivia,"Villa Nueva De Guaymallen",366,54,5,1,,,-32.883902963139,-68.791998624802,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,0261-4262151,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,366,Argentina,,Mendoza,0,
971,0,,,,"LÃ­nea Salud Sexual Programa Nacional",,,,,,Mendoza,366,54,5,1,,,-32.879153,-68.853112,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,0800-222-3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,366,Argentina,,Mendoza,0,
973,0,,,,"Hospital Lagomaggiore","Centro de Salud","Timoteo Gordillo S/N"," 7Ma. SecciÃ³n"," Capital",,,,Mendoza,366,54,5,1,,,-32.8725,-68.8651,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,"0261 - 4259315 AdministraciÃ³n 0261 - 4134600",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,366,Argentina,,Mendoza,0,
982,0,,,,"017 - Carlos Evans","Centro de Salud","Cornelio Moyano",,,Catamarca,Panqueua,366,54,5,1,,,-32.842926022758,-68.831963539124,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,0261-4487662,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,366,Argentina,,Mendoza,0,
984,0,,,,"020 - BÂº 26 De Enero","Centro de Salud","Entre Calles 13 Y 14 (Barrio 26 De Enero)",,,,"El Resguardo",366,54,5,1,,,-32.839049942005,-68.829077482223,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,0261-4487632,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,366,Argentina,,Mendoza,0,
985,0,,,,"018 - Centro De Salud Gral Espejo","Centro de Salud",Sucre,2704,,,"El Plumerillo",366,54,5,1,,,-32.838662324621,-68.822371959686,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,4487465,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,366,Argentina,,Mendoza,0,
1003,0,,,,"043 - Costa De Araujo","Centro de Salud","Moreno S/N",,,,"Costa De Araujo",366,54,5,1,,,-32.768748485326,-68.3871613,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,02623-494003,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,366,Argentina,,Mendoza,0,
748,0,,,,"Hospital De Puerto Libertad - Nivel I",Hospital,"Av. Juan Domingo Peron","sin nÃºmero",,,Libertad,367,55,5,1,,,-34.7009935,-58.6788554,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,367,Argentina,,Misiones,0,
766,0,,,,"Hospital Municipal De La Cautiva",Municipal,"9 De julio",,,"L. V. Mansilla","La Cautiva",371,56,5,1,,,-33.9793587,-64.0814133,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
788,0,,,,"Hospital Municipal De Autogestion Adelia Maria",Municipal,"Las Heras",284,,,"Adelia Maria",371,56,5,1,,,-33.6326215,-64.021599,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
789,0,,,,"Hospital Municipal Tomas Ponsone De Coronel Moldes",Municipal,Sarmiento,537,,,"Coronel Moldes",371,56,5,1,,,-33.6231536,-64.5970878,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
793,0,,,,"Dispensario Municipal Chajan",Municipal,Bolivar,,,Mendoza,Chajan,371,56,5,1,,,-33.5561,-65.0033112,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
798,0,,,,"Dispensario Municipal Bulnes",Municipal,Sarmiento,245,,,Bulnes,371,56,5,1,,,-33.5034473,-64.6759151,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
803,0,,,,"Dispensario Municipal (suco)",Municipal,"18 De octubre",180,,,Suco,371,56,5,1,,,-33.4402727,-64.8307485,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
809,0,,,,"Hospital Municipal Juan Bautista Medeot",Municipal,Belgrano,650,,,Sampacho,371,56,5,1,,,-33.3843206,-64.722863,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
814,0,,,,"Hospital Vecinal Municipal De Alejandro Roca",Municipal,"Carlos Rocha",72,,,"Alejandro Roca",371,56,5,1,,,-33.3525069,-63.7173621,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
819,0,,,,"Centro Medico Municipal",Municipal,"Islas Malvinas",415,,,"Colonia Italiana",371,56,5,1,,,-33.3108247,-62.1783,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
823,0,,,,"Hospital Dr. Pedro Vella",Provincial,Rosario,298,,,"Corral De Bustos",371,56,5,1,,,-33.2858,-62.1935,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
843,0,,,,"Dispensario Municipal Achiras",Municipal,Cabrera,,,"9 De julio",Achiras,374,56,5,1,,,-33.1677208,-65.0006104,,,"2017-02-11 00:04:07","2017-02-11 00:04:07",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,374,Argentina,,Córdoba,0,"Río Cuarto"
849,0,,,,"Hospital Municipal Dr. Miguel Baeza",Municipal,Catamarca,1300,,,"Camilo Aldao",371,56,5,1,,,-33.1234572,-62.0937856,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
855,0,,,,"Dispensario Municipal Chazon",Municipal,"Calle 19",390,,,Chazon,371,56,5,1,,,-33.0790776,-63.2764,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
868,0,,,,"Centro de Salud Charras",Municipal,ConstituciÃ³n,192,,,Charras,371,56,5,1,,,-33.0254957,-64.046806,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
935,0,,,,"Puesto Sanitario Comuna Saladillo",Municipal,"Av 24 De Setiembre","sin nÃºmero",,,Saladillo,371,56,5,1,,,-32.932682,-62.3439865,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
953,0,,,,"Dispensario Municipal Carnerillo",Municipal,"Av. Rafael Faucher",173,,,Carnerillo,371,56,5,1,,,-32.9136546,-64.0234413,,,"2017-02-11 00:04:03","2017-02-11 00:04:03",1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,0,0,371,Argentina,,Córdoba,0,Córdoba
